Date,Price,market_cap,Volume
2021-10-31,0.0022122023683273,0.0,7211.632146802801
2021-11-01,0.0023028217541772,0.0,4692.224770385973
2021-11-02,0.0023323904823894,0.0,5127.784709070393
2021-11-03,0.0023043318156339,0.0,9204.850689912606
2021-11-04,0.0023260036578548,0.0,7705.969198918345
2021-11-05,0.0025329822631307,0.0,18286.979438682065
2021-11-06,0.002407681866495,0.0,19469.77469376083
2021-11-07,0.0026064435290006,0.0,41560.42361969775
2021-11-08,0.0027682740422261,0.0,57294.3587146029
2021-11-09,0.0028251275413725,0.0,36213.28933584795
2021-11-10,0.0026278007706828,0.0,11953.49871949176
2021-11-11,0.0025255173691396,0.0,15187.99810133421
2021-11-12,0.0025717095070634,0.0,5846.924679942743
2021-11-13,0.0024746651931847,0.0,16340.929661226104
2021-11-14,0.0026260258576708,0.0,8038.333265206348
2021-11-15,0.0025360102599494,0.0,12656.688886881077
2021-11-16,0.0025328935998345,0.0,9146.25800001164
2021-11-17,0.0024318474099879,0.0,23447.972238299364
2021-11-18,0.0024376215206447,0.0,7158.279965561528
2021-11-19,0.0023305558273533,0.0,9216.329845588374
2021-11-20,0.0024490486426184,0.0,9123.522118799625
2021-11-21,0.0024413907472969,0.0,8374.357174834244
2021-11-22,0.0024498627804734,0.0,3553.4993085696847
2021-11-23,0.0023987291891015,0.0,7265.520123951635
2021-11-24,0.0023775133421102,0.0,4779.622868099199
2021-11-25,0.0023135227187689,0.0,4947.893291184401
2021-11-26,0.0024191059391289,0.0,15338.261471840373
2021-11-27,0.0022808947835678,0.0,29113.333133875967
2021-11-28,0.0023046793038318,0.0,6044.413148752138
2021-11-29,0.0022929903003782,0.0,14463.056629734543
2021-11-30,0.0023583514582771,0.0,85468.89881436479
2021-12-01,0.0021880266739355,0.0,26669.84758820312
2021-12-02,0.0021710161765248,0.0,8527.304328811832
2021-12-03,0.0021326086931519,0.0,84572.88450160818
2021-12-04,0.0021093354030718,0.0,14879.263532782506
2021-12-05,0.0019594106777096,0.0,46828.86235303799
2021-12-06,0.0019482772577105,0.0,15545.225425842227
2021-12-07,0.0019169429749742,0.0,24055.815501214995
2021-12-08,0.0019305612066029,0.0,10425.278457354743
2021-12-09,0.0019389225087984,0.0,56644.17098327602
2021-12-10,0.0018597109512203,0.0,9273.49347834742
2021-12-11,0.0018019894862308,0.0,9212.92774434369
2021-12-12,0.001899553766186,0.0,9607.874628557203
2021-12-13,0.0019071278766134,0.0,4743.748627083074
2021-12-14,0.0017841520961695,0.0,16076.867988671793
2021-12-15,0.0018274702048784,0.0,8730.75484419537
2021-12-16,0.001770381117479,0.0,22446.757893172355
2021-12-17,0.0017699321757263,0.0,2306.801688222584
2021-12-18,0.0017277318098001,0.0,4213.916529337302
2021-12-19,0.0017249182858386,0.0,4075.90007931329
2021-12-20,0.0017227240134406,0.0,10269.37836647638
2021-12-21,0.0016894538614333,0.0,6513.793895791769
2021-12-22,0.0017148934883963,0.0,4730.7468464522535
2021-12-23,0.0017276946458908,0.0,1745.404597468162
2021-12-24,0.0018340549744759,0.0,9599.167295973804
2021-12-25,0.0017938909477235,0.0,149008.0948937085
2021-12-26,0.0018106036749369,0.0,476536.9442401738
2021-12-27,0.0017900347071925,0.0,514493.89576958073
2021-12-28,0.0017363609526292,0.0,351560.4871104728
2021-12-29,0.0016928523192902,0.0,260358.213999678
2021-12-30,0.0016893817721922,0.0,328579.1272172627
2021-12-31,0.001686468738621,0.0,323341.5786439193
2022-01-01,0.001692211787002,0.0,217836.55971944396
